,carat,cut,color,depth,table,x,y,z,price
50270,0.64,Ideal,E,62.0,55.0,5.52,5.55,3.43,2238
50271,0.58,Premium,F,62.6,56.0,5.37,5.27,3.33,2238
50272,0.7,Very Good,E,62.8,56.0,5.69,5.72,3.58,2239
50273,0.7,Very Good,E,62.6,58.0,5.66,5.68,3.55,2239
50274,0.7,Good,E,61.9,58.0,5.63,5.67,3.5,2239
50275,0.7,Good,E,62.7,61.0,5.59,5.67,3.53,2239
50276,0.7,Very Good,E,61.5,56.0,5.74,5.8,3.55,2239
50278,0.7,Very Good,E,60.3,58.0,5.73,5.85,3.49,2239
50279,0.97,Ideal,I,61.6,53.0,6.4,6.43,3.95,2239
50280,0.3,Very Good,G,62.1,56.0,4.27,4.3,2.66,541
50281,0.3,Very Good,H,61.9,55.0,4.32,4.37,2.69,541
50282,0.3,Very Good,H,62.3,56.0,4.29,4.32,2.68,541
50283,0.37,Very Good,E,61.9,55.0,4.63,4.67,2.87,541
50284,0.35,Ideal,H,61.9,55.0,4.54,4.57,2.82,541
50285,0.31,Ideal,D,62.3,55.0,4.33,4.34,2.7,541
50286,0.31,Ideal,D,61.7,56.0,4.35,4.37,2.69,541
50287,0.36,Premium,J,61.3,60.0,4.59,4.52,2.79,541
50288,0.31,Very Good,G,62.7,54.0,4.35,4.36,2.73,542
50289,0.3,Ideal,H,61.9,56.0,4.28,4.31,2.65,542
50290,0.31,Ideal,E,61.8,53.9,4.32,4.35,2.68,542
50291,0.31,Premium,G,62.1,58.0,4.31,4.36,2.69,542
50292,0.31,Ideal,G,62.7,57.0,4.31,4.34,2.71,542
50293,0.31,Very Good,G,60.4,59.0,4.37,4.41,2.65,542
50294,0.31,Ideal,G,61.9,56.0,4.34,4.38,2.7,542
50295,0.23,Ideal,E,62.6,57.0,3.92,3.88,2.44,543
50296,0.27,Very Good,F,62.5,59.0,4.11,4.15,2.58,544
50297,0.27,Very Good,E,60.5,60.0,4.19,4.2,2.54,544
50298,0.28,Very Good,E,62.0,56.0,4.22,4.3,2.63,544
50299,0.32,Very Good,J,60.2,60.0,4.42,4.49,2.68,544
50300,0.27,Very Good,F,59.7,59.0,4.19,4.22,2.51,544
50301,0.27,Very Good,E,60.0,58.0,4.21,4.22,2.53,544
50302,0.27,Very Good,D,61.0,61.0,4.14,4.15,2.53,544
50303,0.32,Very Good,G,62.3,55.0,4.38,4.41,2.73,544
50304,0.33,Very Good,F,61.2,58.1,4.48,4.51,2.75,544
50305,0.31,Ideal,I,61.7,55.0,4.39,4.36,2.7,544
50306,0.31,Ideal,H,62.0,54.0,4.35,4.39,2.71,544
50307,0.31,Premium,H,62.6,60.0,4.3,4.32,2.7,544
50308,0.31,Ideal,E,62.4,57.0,4.31,4.34,2.7,544
50311,0.7,Premium,F,59.4,60.0,5.77,5.74,3.42,2239
50312,0.7,Premium,F,61.2,59.0,5.7,5.64,3.47,2239
50314,0.7,Premium,D,63.0,56.0,5.67,5.64,3.56,2239
50315,0.7,Ideal,E,61.2,55.0,5.76,5.68,3.5,2239
50317,0.71,Very Good,G,63.1,60.0,5.6,5.69,3.56,2240
50318,0.78,Ideal,G,61.9,55.0,5.91,5.94,3.67,2240
50319,0.7,Ideal,I,62.0,54.1,5.7,5.73,3.55,2240
50320,0.7,Ideal,I,61.9,53.2,5.68,5.71,3.56,2240
50321,0.7,Ideal,I,62.1,54.6,5.68,5.72,3.54,2240
50322,0.7,Ideal,H,61.4,57.0,5.64,5.76,3.5,2240
50323,0.71,Good,G,64.1,58.0,5.6,5.63,3.6,2240
50324,0.65,Very Good,F,64.0,55.3,5.5,5.57,3.54,2241
50325,0.63,Very Good,G,59.9,57.0,5.57,5.62,3.35,2241
50326,0.58,Ideal,E,60.8,57.0,5.41,5.42,3.29,2241
50328,0.72,Ideal,F,62.1,57.0,5.72,5.75,3.56,2241
50329,0.65,Good,G,60.0,60.4,5.6,5.7,3.39,2241
50330,0.83,Ideal,J,61.5,57.0,6.08,6.03,3.72,2241
50332,0.7,Very Good,D,64.0,53.0,5.57,5.61,3.58,2242
50333,0.61,Ideal,G,61.6,54.0,5.45,5.49,3.37,2242
50334,0.55,Ideal,F,62.4,55.0,5.24,5.28,3.28,2242
50335,0.65,Ideal,G,60.6,60.0,5.58,5.61,3.39,2242
50337,0.7,Good,F,63.7,58.0,5.62,5.65,3.59,2242
50338,0.61,Very Good,E,61.1,58.0,5.47,5.52,3.36,2243
50339,0.64,Premium,D,60.9,59.0,5.6,5.63,3.42,2243
50340,0.5,Ideal,D,61.1,57.0,5.11,5.13,3.13,2243
50341,0.62,Ideal,D,61.2,56.0,5.49,5.52,3.37,2243
50342,0.58,Good,E,61.9,63.0,5.27,5.33,3.28,2243
50343,0.67,Good,F,64.4,57.0,5.55,5.6,3.6,2244
50344,0.85,Good,G,64.2,58.0,6.01,5.92,3.83,2244
50345,0.7,Premium,H,60.5,58.0,5.73,5.77,3.48,2245
50346,0.58,Ideal,G,61.9,57.0,5.36,5.33,3.31,2245
50347,0.58,Ideal,F,60.4,57.0,5.42,5.37,3.26,2245
50348,0.9,Very Good,E,62.4,63.0,6.13,6.01,3.79,2245
50349,0.52,Ideal,F,62.3,57.0,5.18,5.13,3.21,2246
50350,0.52,Premium,H,61.1,59.0,5.21,5.17,3.17,2246
50351,0.8,Good,G,64.2,55.0,5.89,5.83,3.76,2246
50352,0.71,Very Good,H,62.9,58.0,5.62,5.66,3.55,2246
50353,0.73,Premium,I,59.7,59.0,5.81,5.94,3.51,2246
50354,0.8,Fair,G,61.2,58.0,5.96,5.93,3.64,2246
50355,0.61,Ideal,F,61.9,57.0,5.42,5.46,3.37,2246
50356,0.72,Very Good,G,63.3,58.0,5.72,5.68,3.61,2246
50357,0.78,Ideal,G,61.7,55.0,5.92,5.88,3.64,2246
50358,0.72,Premium,G,60.6,59.0,5.8,5.76,3.5,2246
50359,0.72,Premium,G,60.6,62.0,5.81,5.77,3.51,2246
50360,0.72,Very Good,F,63.1,58.0,5.69,5.63,3.57,2246
50361,0.77,Premium,F,61.6,58.0,5.9,5.88,3.63,2247
50362,0.53,Ideal,G,61.8,57.0,5.18,5.22,3.21,2247
50363,0.53,Ideal,G,61.4,56.0,5.2,5.24,3.21,2247
50364,0.53,Ideal,G,61.9,56.0,5.18,5.22,3.21,2247
50365,0.7,Good,D,63.6,62.0,5.61,5.55,3.55,2247
50366,0.61,Ideal,E,61.9,53.0,5.45,5.5,3.39,2248
50368,0.71,Premium,H,62.0,54.0,5.73,5.69,3.54,2249
50369,0.72,Ideal,J,62.5,56.0,5.71,5.74,3.58,2249
50370,0.7,Ideal,I,61.2,55.0,5.75,5.77,3.53,2249
50372,0.7,Very Good,F,62.8,57.0,5.61,5.66,3.54,2250
50373,0.53,Ideal,G,61.4,57.0,5.17,5.2,3.18,2250
50374,0.7,Very Good,F,61.1,62.0,5.64,5.69,3.46,2250
50375,0.53,Ideal,E,62.5,57.0,5.12,5.18,3.22,2250
50376,0.6,Ideal,H,61.3,55.0,5.47,5.49,3.36,2250
50378,0.75,Premium,G,63.0,58.0,5.81,5.77,3.62,2250
50380,0.7,Very Good,F,63.5,56.0,5.64,5.45,3.52,2250
50381,0.75,Good,J,63.9,56.0,5.76,5.71,3.66,2250
50382,0.55,Very Good,D,59.5,56.0,5.35,5.38,3.19,2251
50383,0.7,Premium,H,61.0,59.0,5.72,5.65,3.47,2251
50384,0.52,Ideal,F,59.8,59.0,5.21,5.25,3.13,2251
50385,0.52,Ideal,F,61.9,55.0,5.17,5.2,3.21,2251
50386,0.55,Ideal,D,61.3,56.0,5.28,5.32,3.25,2251
50387,0.71,Good,G,62.3,56.0,5.68,5.72,3.55,2251
50388,0.61,Premium,D,62.3,55.0,5.47,5.42,3.39,2251
50389,0.78,Very Good,H,61.8,59.0,5.85,5.9,3.63,2252
50390,0.72,Very Good,E,62.3,58.0,5.7,5.76,3.57,2252
50391,0.72,Ideal,H,60.8,56.0,5.79,5.83,3.53,2252
50392,0.76,Ideal,F,61.6,57.0,5.91,5.85,3.62,2253
50393,0.7,Good,H,61.4,56.0,5.73,5.8,3.54,2253
50394,0.52,Very Good,E,61.2,58.0,5.17,5.19,3.17,2254
50395,0.59,Very Good,D,62.6,58.0,5.34,5.39,3.36,2254
50396,0.72,Good,D,64.1,57.0,5.64,5.71,3.64,2254
50397,0.52,Ideal,G,62.0,55.0,5.16,5.19,3.21,2255
50398,0.73,Ideal,F,61.5,55.0,5.79,5.85,3.58,2255
50399,0.73,Ideal,F,60.5,59.0,5.83,5.88,3.54,2255
50400,0.71,Ideal,I,61.4,56.0,5.73,5.77,3.53,2255
50401,0.71,Ideal,I,61.7,55.0,5.74,5.77,3.55,2255
50402,0.59,Very Good,G,61.5,55.0,5.4,5.43,3.33,2256
50403,0.71,Very Good,E,61.9,63.0,5.69,5.74,3.54,2256
50404,0.58,Ideal,G,61.3,56.0,5.36,5.4,3.3,2256
50405,0.73,Premium,E,62.2,55.0,5.81,5.71,3.58,2256
50406,0.57,Ideal,E,61.9,57.0,5.35,5.31,3.3,2257
50407,0.7,Very Good,E,62.0,60.0,5.67,5.72,3.53,2257
50408,0.77,Ideal,J,62.5,57.0,5.8,5.91,3.66,2257
50409,0.77,Ideal,J,62.0,57.0,5.84,5.87,3.63,2257
50410,1.01,Premium,F,62.6,57.0,6.42,6.3,3.99,2257
50411,0.71,Ideal,E,61.6,53.0,5.79,5.73,3.55,2258
50412,0.73,Ideal,J,62.0,56.0,5.76,5.79,3.58,2258
50413,0.71,Good,G,64.1,56.0,5.64,5.6,3.6,2258
50414,0.71,Good,F,64.3,58.0,5.61,5.55,3.59,2258
50415,0.67,Good,D,63.8,57.0,5.53,5.48,3.51,2258
50416,0.71,Ideal,H,59.4,57.0,5.87,5.81,3.47,2258
50417,0.71,Very Good,H,60.1,63.0,5.72,5.69,3.43,2258
50418,0.71,Very Good,H,63.2,58.0,5.63,5.67,3.57,2259
50419,0.53,Ideal,F,61.0,56.0,5.26,5.24,3.2,2259
50420,0.55,Ideal,F,60.7,56.0,5.31,5.34,3.23,2259
50421,0.57,Ideal,G,62.0,55.0,5.33,5.35,3.31,2259
50422,0.7,Ideal,F,62.0,55.0,5.69,5.73,3.54,2259
50423,0.83,Very Good,G,63.1,61.0,5.96,5.92,3.75,2259
50424,0.5,Very Good,G,60.0,56.0,5.18,5.21,3.12,2260
50425,1.07,Premium,I,59.8,59.0,6.68,6.62,3.98,2260
50426,0.56,Ideal,F,62.2,54.3,5.26,5.29,3.28,2260
50427,0.62,Ideal,E,61.9,57.0,5.47,5.44,3.38,2260
50428,0.73,Ideal,H,61.6,57.0,5.79,5.81,3.57,2260
50429,0.74,Very Good,F,63.1,55.0,5.77,5.74,3.63,2261
50430,0.74,Very Good,G,62.8,59.0,5.71,5.76,3.6,2262
50431,0.71,Ideal,F,62.5,57.0,5.68,5.74,3.57,2262
50432,0.71,Ideal,D,60.2,57.0,5.77,5.83,3.49,2262
50433,0.71,Premium,F,60.3,60.0,5.76,5.79,3.48,2262
50434,0.77,Very Good,I,63.4,58.0,5.81,5.74,3.66,2262
50435,0.76,Premium,J,61.1,58.0,5.91,5.85,3.59,2262
50437,0.72,Premium,I,61.5,59.0,5.78,5.73,3.54,2262
50438,0.7,Very Good,E,62.0,59.0,5.61,5.68,3.5,2263
50439,0.7,Very Good,E,61.5,60.0,5.65,5.7,3.49,2263
50440,0.7,Very Good,E,59.8,58.0,5.72,5.85,3.46,2263
50441,0.7,Very Good,E,62.6,55.0,5.62,5.69,3.54,2263
50442,0.8,Very Good,H,59.7,58.0,6.03,6.09,3.62,2263
50443,0.58,Ideal,F,61.8,56.0,5.37,5.41,3.33,2263
50444,0.53,Ideal,E,61.9,55.0,5.19,5.22,3.22,2263
50445,0.6,Ideal,D,61.4,55.0,5.45,5.47,3.35,2263
50446,0.6,Ideal,D,61.7,56.0,5.39,5.44,3.34,2263
50447,0.7,Very Good,F,63.3,59.0,5.57,5.62,3.54,2264
50448,0.7,Very Good,F,63.5,59.0,5.59,5.65,3.57,2264
50449,0.7,Very Good,F,63.4,59.0,5.59,5.64,3.56,2264
50450,0.7,Very Good,F,61.1,59.0,5.68,5.78,3.5,2264
50451,0.7,Ideal,F,59.9,57.0,5.74,5.82,3.46,2264
50452,0.7,Premium,F,60.5,58.0,5.77,5.84,3.51,2264
50453,0.71,Ideal,G,61.5,55.0,5.74,5.78,3.54,2264
50454,0.71,Ideal,G,61.1,56.0,5.75,5.77,3.52,2264
50455,0.7,Good,D,63.3,56.0,5.6,5.65,3.56,2264
50456,0.77,Good,I,62.3,55.0,5.88,5.93,3.68,2264
50458,0.7,Premium,J,60.5,59.0,5.73,5.67,3.45,2264
50459,0.74,Very Good,H,63.1,56.0,5.78,5.75,3.64,2264
50461,0.78,Very Good,H,63.5,56.0,5.82,5.86,3.71,2265
50462,0.72,Very Good,G,62.8,59.0,5.69,5.74,3.59,2265
50463,0.72,Premium,E,62.1,58.0,5.69,5.72,3.54,2265
50464,0.72,Ideal,E,59.8,57.0,5.86,5.91,3.52,2265
50465,0.71,Ideal,I,63.1,57.0,5.66,5.71,3.59,2265
50466,0.72,Ideal,I,62.3,55.0,5.79,5.69,3.58,2265
50467,0.61,Very Good,D,61.5,57.0,5.45,5.48,3.36,2266
50468,0.71,Very Good,H,60.7,60.0,5.73,5.76,3.49,2266
50469,0.71,Very Good,G,61.2,61.0,5.66,5.71,3.48,2266
50470,0.53,Ideal,D,61.6,56.0,5.2,5.22,3.21,2266
50471,0.71,Ideal,G,61.7,55.0,5.71,5.74,3.53,2266
50472,0.71,Ideal,G,62.3,56.0,5.68,5.72,3.55,2266
50473,0.55,Good,F,60.8,60.0,5.26,5.36,3.23,2266
50474,0.71,Premium,I,61.9,59.0,5.71,5.67,3.52,2266
50475,0.71,Very Good,F,63.4,57.0,5.7,5.63,3.59,2266
50476,0.71,Ideal,I,62.0,58.0,5.75,5.72,3.55,2266
50477,0.7,Very Good,F,62.3,57.0,5.62,5.65,3.51,2267
50478,0.52,Ideal,G,61.7,56.0,5.15,5.19,3.19,2267
50480,0.7,Premium,H,62.2,57.0,5.74,5.71,3.56,2268
50481,0.55,Ideal,F,62.0,55.0,5.26,5.29,3.27,2268
50482,0.7,Ideal,I,62.2,55.0,5.73,5.69,3.55,2268
50483,0.7,Ideal,G,62.6,56.0,5.69,5.66,3.55,2268
50487,0.7,Premium,G,60.0,60.0,5.69,5.65,3.51,2268
50488,0.7,Premium,F,62.5,62.0,5.63,5.57,3.5,2268
50489,0.7,Premium,I,60.8,59.0,5.71,5.68,3.46,2268
50492,0.7,Premium,G,61.9,58.0,5.64,5.6,3.48,2268
50493,0.75,Premium,G,62.7,58.0,5.82,5.76,3.63,2268
50494,0.7,Premium,F,61.8,59.0,5.76,5.67,3.53,2268
50495,0.73,Ideal,H,62.9,56.0,5.79,5.75,3.63,2269
50496,0.53,Ideal,F,61.0,57.0,5.23,5.26,3.22,2269
50497,0.6,Very Good,F,60.8,56.0,5.45,5.48,3.32,2270
50498,0.6,Very Good,E,60.0,58.0,5.5,5.56,3.32,2270
50499,0.7,Ideal,I,61.4,56.0,5.72,5.75,3.52,2270
50500,0.7,Ideal,G,61.2,56.0,5.73,5.78,3.52,2270
50501,0.6,Ideal,H,61.9,56.0,5.4,5.45,3.36,2270
50502,0.67,Good,E,61.6,61.0,5.57,5.6,3.44,2270
50503,0.71,Ideal,I,62.1,57.0,5.72,5.64,3.53,2270
50504,0.71,Good,I,64.3,63.0,5.63,5.56,3.6,2270
50505,0.78,Very Good,I,60.6,58.0,5.92,5.97,3.6,2271
50506,0.53,Ideal,E,62.9,54.0,5.19,5.15,3.25,2271
50507,0.54,Ideal,G,62.3,56.0,5.19,5.21,3.24,2271
50508,0.54,Ideal,G,62.5,57.0,5.16,5.2,3.24,2271
50509,0.7,Good,I,64.4,60.0,5.51,5.58,3.57,2271
50510,0.7,Good,I,64.3,58.0,5.56,5.61,3.59,2271
50511,0.71,Premium,E,61.8,57.0,5.73,5.67,3.52,2271
50512,0.5,Ideal,D,61.0,56.0,5.11,5.15,3.13,2272
50513,0.71,Ideal,I,62.0,54.0,5.73,5.77,3.56,2272
50514,0.7,Very Good,I,62.3,58.0,5.58,5.65,3.5,2273
50515,0.7,Very Good,H,60.9,59.0,5.72,5.75,3.49,2273
50516,0.75,Premium,I,62.0,60.0,5.8,5.75,3.57,2273
50517,0.7,Premium,E,62.1,59.0,5.65,5.63,3.5,2273
50518,0.7,Premium,E,62.9,59.0,5.71,5.64,3.57,2273
50519,0.53,Ideal,E,62.2,54.0,5.19,5.23,3.24,2273
50520,0.53,Ideal,F,62.1,53.2,5.17,5.21,3.22,2273
50522,0.7,Very Good,E,63.1,56.0,5.66,5.63,3.56,2273
50523,0.61,Very Good,F,60.5,58.5,5.44,5.64,3.34,2274
50524,0.71,Very Good,G,63.3,56.0,5.66,5.69,3.59,2274
50525,0.71,Very Good,G,62.7,58.0,5.7,5.72,3.58,2274
50526,0.7,Ideal,E,61.4,57.0,5.72,5.78,3.53,2274
50527,0.75,Very Good,F,60.5,57.0,5.88,5.95,3.58,2274
50528,0.75,Premium,F,60.9,58.0,5.88,5.91,3.59,2274
50529,0.7,Very Good,I,62.4,59.0,5.55,5.64,3.49,2274
50530,0.7,Good,I,63.2,55.0,5.58,5.63,3.54,2274
50533,0.57,Premium,E,62.2,59.0,5.29,5.26,3.28,2274
50534,0.54,Ideal,G,60.7,57.0,5.29,5.26,3.2,2274
50535,0.5,Very Good,E,62.4,55.0,5.08,5.11,3.18,2275
50536,0.48,Very Good,E,60.6,56.0,5.13,5.06,3.09,2275
50537,0.7,Very Good,E,61.3,61.0,5.66,5.7,3.48,2275
50538,0.77,Ideal,G,61.2,57.0,5.94,5.98,3.65,2275
50539,0.77,Premium,I,61.6,58.0,5.92,5.96,3.66,2275
50540,0.53,Ideal,F,61.4,56.0,5.19,5.23,3.2,2275
50541,0.52,Ideal,E,61.8,56.0,5.17,5.19,3.2,2275
50542,0.66,Good,F,61.5,60.8,5.55,5.6,3.43,2275
50543,0.66,Good,G,59.6,60.2,5.66,5.71,3.38,2275
50544,0.79,Premium,H,61.8,59.0,5.97,5.91,3.67,2275
50545,0.71,Premium,F,62.1,60.0,5.7,5.66,3.53,2275
50546,0.7,Very Good,H,62.9,58.0,5.6,5.65,3.54,2276
50547,0.7,Very Good,H,62.3,56.0,5.66,5.7,3.54,2276
50548,0.7,Very Good,G,62.8,57.0,5.62,5.66,3.54,2276
50549,0.7,Very Good,G,63.0,59.0,5.64,5.67,3.56,2276
50550,0.7,Ideal,I,62.5,54.0,5.69,5.74,3.57,2276
50551,0.7,Ideal,I,62.1,58.0,5.63,5.68,3.51,2276
50552,0.73,Ideal,F,62.1,56.0,5.77,5.8,3.59,2276
50553,0.73,Ideal,F,62.7,57.0,5.75,5.79,3.62,2276
50554,0.7,Ideal,G,62.1,58.0,5.67,5.69,3.53,2276
50555,0.7,Ideal,G,62.4,56.0,5.66,5.69,3.54,2276
50557,0.74,Very Good,J,60.3,58.0,5.82,5.86,3.52,2277
50558,0.72,Good,H,63.7,59.0,5.63,5.68,3.6,2277
50559,0.72,Premium,H,62.7,59.0,5.69,5.73,3.58,2277
50560,0.72,Very Good,H,61.5,56.0,5.77,5.8,3.56,2277
50561,0.74,Very Good,G,63.0,56.0,5.75,5.77,3.63,2277
50562,0.71,Very Good,H,62.8,58.0,5.67,5.7,3.57,2277
50563,0.79,Ideal,I,62.1,56.0,5.92,5.97,3.69,2277
50564,0.55,Premium,E,59.6,60.0,5.41,5.36,3.15,2277
50566,0.7,Very Good,F,63.1,54.0,5.64,5.67,3.57,2278
50567,0.77,Very Good,F,61.1,59.0,5.85,5.95,3.59,2278
50568,0.75,Good,E,63.2,57.0,5.76,5.82,3.66,2278
50569,0.75,Ideal,E,62.1,57.0,5.81,5.85,3.62,2278
50570,0.73,Ideal,G,61.6,57.0,5.81,5.79,3.57,2278
50571,0.61,Ideal,E,62.2,54.0,5.51,5.49,3.42,2278
50574,0.73,Ideal,H,62.3,56.0,5.78,5.72,3.58,2278
50575,0.73,Premium,E,61.8,58.0,5.76,5.71,3.54,2278
50576,0.7,Very Good,H,60.3,63.0,5.73,5.77,3.47,2279
50577,0.56,Premium,E,61.5,58.0,5.3,5.33,3.27,2279
50578,0.56,Ideal,G,62.0,56.0,5.28,5.33,3.29,2279
50579,0.72,Ideal,J,62.0,55.0,5.74,5.77,3.57,2279
50580,0.71,Very Good,D,61.8,63.0,5.73,5.67,3.52,2279
50581,0.53,Very Good,E,62.3,55.0,5.18,5.22,3.23,2280
50583,0.7,Very Good,G,62.7,55.0,5.63,5.66,3.54,2281
50584,0.7,Very Good,E,59.5,56.0,5.79,5.81,3.45,2281
50585,0.56,Ideal,F,62.3,54.0,5.29,5.34,3.31,2281
50587,0.74,Very Good,E,63.0,58.0,5.73,5.77,3.62,2282
50588,0.7,Good,G,63.1,58.0,5.66,5.69,3.58,2282
50592,0.65,Ideal,E,62.0,56.0,5.6,5.57,3.46,2282
50593,0.77,Premium,F,62.2,58.0,5.9,5.85,3.66,2282
50594,0.81,Very Good,J,60.4,59.0,6.04,6.11,3.67,2283
50595,0.71,Good,I,63.7,56.0,5.68,5.63,3.6,2283
50596,0.71,Premium,G,62.3,56.0,5.69,5.65,3.53,2283
50597,0.5,Ideal,F,61.8,53.0,5.13,5.18,3.19,2283
50598,0.61,Ideal,F,61.8,57.0,5.43,5.47,3.37,2283
50599,0.7,Ideal,E,62.5,54.0,5.68,5.71,3.56,2283
50600,0.82,Premium,J,61.2,58.0,6.04,5.99,3.68,2283
50601,0.59,Ideal,G,62.2,56.0,5.39,5.35,3.34,2283
50603,0.72,Very Good,D,62.9,58.0,5.7,5.72,3.59,2285
50604,0.7,Premium,G,61.6,58.0,5.71,5.65,3.5,2285
50605,0.7,Premium,G,61.6,61.0,5.7,5.63,3.49,2285
50606,0.61,Ideal,E,61.7,55.0,5.45,5.47,3.37,2285
50607,0.7,Ideal,H,60.4,58.0,5.82,5.77,3.5,2285
50608,0.61,Ideal,G,61.6,55.0,5.46,5.48,3.37,2286
50609,0.7,Very Good,H,60.0,55.0,5.73,5.77,3.45,2287
50610,0.27,Ideal,H,60.5,57.0,4.17,4.19,2.53,397
50611,0.27,Premium,G,62.4,59.0,4.11,4.13,2.57,397
50612,0.26,Very Good,H,62.0,56.0,4.08,4.11,2.54,399
50613,0.25,Very Good,D,61.1,60.0,4.07,4.11,2.5,399
50615,0.24,Good,F,62.5,60.0,3.96,3.98,2.48,399
50617,0.31,Ideal,J,61.8,54.1,4.35,4.38,2.7,400
50618,0.31,Ideal,J,62.1,53.6,4.36,4.39,2.72,400
50619,0.23,Very Good,E,62.4,60.0,3.9,3.92,2.44,400
50620,0.23,Premium,E,61.8,60.0,3.91,3.95,2.43,400
50621,0.26,Very Good,F,61.3,55.0,4.15,4.21,2.56,401
50622,0.26,Very Good,F,61.4,56.0,4.13,4.16,2.54,401
50623,0.3,Ideal,E,62.1,54.0,4.32,4.35,2.69,401
50624,0.3,Ideal,E,62.1,55.0,4.3,4.33,2.68,401
50625,0.3,Ideal,E,62.0,54.0,4.33,4.35,2.69,401
50626,0.3,Ideal,E,60.9,59.0,4.29,4.32,2.62,401
50628,0.23,Very Good,D,61.6,58.0,3.96,3.99,2.45,402
50629,0.23,Very Good,D,63.1,58.0,3.91,3.95,2.48,402
50630,0.23,Very Good,D,62.9,57.0,3.92,3.97,2.48,402
50631,0.23,Very Good,E,60.8,58.0,3.98,4.02,2.43,402
50632,0.23,Very Good,E,60.5,58.0,3.92,3.95,2.38,402
50633,0.23,Very Good,E,60.8,58.0,3.97,4.05,2.44,402
50634,0.23,Very Good,F,63.4,56.0,3.84,3.89,2.45,402
50635,0.23,Very Good,F,61.0,59.0,3.95,3.99,2.42,402
50637,0.23,Very Good,F,61.6,59.0,3.96,4.0,2.45,402
50638,0.23,Very Good,F,59.4,57.0,4.06,4.09,2.42,402
50639,0.23,Very Good,F,61.9,58.0,3.9,4.02,2.45,402
50640,0.31,Premium,G,61.2,58.0,4.32,4.37,2.66,544
50641,0.31,Good,G,63.6,56.0,4.26,4.29,2.72,544
50642,0.31,Good,E,63.7,57.0,4.29,4.31,2.74,544
50643,0.31,Ideal,H,62.2,57.0,4.34,4.37,2.71,544
50644,0.31,Ideal,G,61.7,57.0,4.33,4.36,2.68,544
50645,0.31,Very Good,E,63.0,57.0,4.29,4.32,2.71,544
50646,0.31,Ideal,E,62.7,57.0,4.29,4.32,2.7,544
50647,0.31,Good,E,63.6,57.0,4.28,4.3,2.73,544
50648,0.31,Good,H,63.2,57.0,4.29,4.32,2.72,544
50649,0.31,Premium,E,60.5,60.0,4.34,4.39,2.64,544
50650,0.31,Good,E,63.5,55.0,4.31,4.35,2.75,544
50651,0.31,Very Good,G,63.0,54.0,4.33,4.37,2.74,544
50652,0.31,Premium,H,62.4,58.0,4.32,4.36,2.71,544
50653,0.31,Ideal,G,61.4,57.0,4.33,4.37,2.67,544
50654,0.31,Very Good,E,63.0,59.0,4.26,4.31,2.7,544
50655,0.31,Good,E,63.4,55.0,4.29,4.32,2.73,544
50656,0.31,Good,G,63.5,58.0,4.22,4.29,2.7,544
50657,0.31,Very Good,E,62.0,58.0,4.3,4.35,2.68,544
50658,0.31,Ideal,H,62.6,55.0,4.31,4.35,2.71,544
50659,0.31,Ideal,G,61.4,56.0,4.34,4.36,2.67,544
50660,0.3,Very Good,E,62.9,58.0,4.27,4.31,2.7,544
50661,0.31,Good,E,63.2,59.0,4.28,4.33,2.72,544
50662,0.31,Ideal,G,61.7,55.0,4.35,4.37,2.69,544
50663,0.31,Very Good,H,61.4,56.0,4.37,4.39,2.69,544
50664,0.31,Very Good,E,62.7,58.0,4.31,4.33,2.71,544
50665,0.31,Good,E,63.1,57.0,4.28,4.31,2.71,544
50666,0.31,Ideal,G,61.8,57.0,4.34,4.36,2.69,544
50667,0.31,Premium,I,59.4,59.0,4.41,4.44,2.63,544
50668,0.31,Ideal,G,59.6,57.0,4.4,4.43,2.63,544
50669,0.31,Very Good,I,61.6,59.0,4.31,4.33,2.66,544
50670,0.7,Very Good,G,60.5,62.0,5.72,5.76,3.47,2287
50671,0.34,Ideal,D,62.1,57.0,4.46,4.52,2.79,2287
50672,0.34,Ideal,D,59.8,57.0,4.57,4.59,2.74,2287
50673,0.7,Ideal,I,62.6,54.0,5.63,5.71,3.55,2287
50674,0.7,Ideal,I,62.8,56.0,5.64,5.67,3.55,2287
50675,0.7,Ideal,I,61.0,57.0,5.71,5.74,3.5,2287
50676,0.5,Ideal,G,60.8,54.0,5.19,5.2,3.16,2287
50677,0.76,Premium,F,59.3,59.0,5.97,5.93,3.53,2287
50679,0.7,Very Good,I,62.7,58.0,5.61,5.65,3.53,2288
50680,0.73,Very Good,I,62.4,56.0,5.72,5.76,3.58,2288
50681,0.53,Ideal,E,62.4,56.0,5.15,5.17,3.22,2288
50682,0.76,Ideal,H,63.0,56.0,5.81,5.84,3.67,2288
50683,0.7,Ideal,F,61.3,57.0,5.72,5.77,3.52,2288
50685,0.74,Ideal,H,61.4,56.0,5.78,5.84,3.57,2289
50686,0.54,Ideal,G,61.2,57.0,5.26,5.28,3.22,2289
50687,0.54,Ideal,G,61.5,55.0,5.24,5.3,3.23,2289
50688,0.51,Very Good,D,63.1,58.0,5.1,5.07,3.21,2289
50689,0.7,Good,F,64.1,56.0,5.63,5.6,3.6,2289
50690,0.53,Premium,F,60.6,58.0,5.26,5.2,3.17,2290
50691,0.53,Ideal,F,61.6,56.0,5.26,5.23,3.23,2290
50692,0.57,Very Good,F,62.6,58.0,5.28,5.3,3.31,2290
50693,0.7,Very Good,E,60.1,56.0,5.76,5.79,3.47,2290
